iter	Passed	Remaining
327	1230	2520
328	1233	2515
329	1236	2511
330	1239	2505
331	1243	2500
332	1246	2496
333	1249	2491
334	1252	2487
335	1256	2482
336	1259	2477
337	1262	2472
338	1265	2468
339	1269	2463
340	1272	2459
341	1275	2454
342	1279	2450
343	1282	2445
344	1285	2440
345	1288	2436
346	1292	2431
347	1295	2427
348	1299	2423
349	1302	2418
350	1305	2414
351	1309	2409
352	1312	2405
353	1315	2401
354	1319	2397
355	1322	2392
356	1325	2387
357	1329	2383
358	1332	2378
359	1335	2373
360	1338	2369
361	1341	2364
362	1345	2360
363	1348	2356
364	1351	2351
365	1354	2346
366	1357	2342
367	1361	2337
368	1364	2333
369	1367	2328
370	1371	2324
371	1374	2319
372	1377	2315
373	1380	2310
374	1384	2306
375	1387	2302
376	1390	2298
377	1394	2294
378	1397	2289
379	1400	2285
380	1404	2281
381	1407	2277
382	1410	2273
383	1414	2268
384	1417	2264
385	1421	2260
386	1424	2256
387	1427	2251
388	1430	2247
389	1434	2243
390	1437	2238
391	1440	2234
392	1443	2229
393	1446	2225
394	1450	2221
395	1453	2216
396	1456	2212
397	1459	2207
398	1462	2202
399	1465	2198
400	1468	2193
401	1472	2189
402	1475	2185
403	1478	2181
404	1482	2178
405	1486	2174
406	1489	2170
407	1493	2166
408	1497	2163
409	1500	2159
410	1504	2155
411	1507	2151
412	1511	2148
413	1514	2144
414	1518	2140
415	1522	2136
416	1525	2133
417	1528	2128
418	1532	2124
419	1535	2120
420	1539	2116
421	1542	2112
422	1545	2108
423	1549	2104
424	1552	2100
425	1555	2096
426	1559	2092
427	1562	2088
428	1566	2084
429	1569	2080
430	1572	2076
431	1576	2073
432	1580	2069
433	1584	2066
434	1587	2061
435	1591	2058
436	1595	2055
437	1598	2051
438	1602	2048
439	1606	2044
440	1609	2040
441	1613	2037
442	1617	2033
443	1620	2029
444	1624	2025
445	1627	2022
446	1631	2017
447	1634	2013
448	1637	2009
449	1640	2005
450	1644	2001
451	1647	1997
452	1650	1993
453	1653	1988
454	1656	1984
455	1660	1980
456	1663	1976
457	1667	1972
458	1670	1968
459	1673	1964
460	1676	1960
461	1680	1956
462	1683	1952
463	1686	1948
464	1689	1944
465	1692	1940
466	1696	1936
467	1699	1932
468	1703	1928
469	1706	1924
470	1710	1920
471	1713	1917
472	1717	1913
473	1721	1909
474	1724	1905
475	1727	1902
476	1731	1898
477	1735	1894
478	1738	1891
479	1742	1887
480	1745	1883
481	1749	1879
482	1752	1875
483	1755	1872
484	1759	1867
485	1762	1863
486	1765	1860
487	1769	1856
488	1772	1852
489	1776	1848
490	1779	1844
491	1783	1841
492	1786	1837
493	1790	1833
494	1793	1829
495	1796	1825
496	1800	1822
497	1803	1818
498	1806	1814
499	1810	1810
500	1813	1806
501	1816	1802
502	1820	1798
503	1823	1794
504	1827	1790
505	1830	1787
506	1834	1783
507	1837	1779
508	1840	1775
509	1844	1771
510	1847	1768
511	1851	1764
512	1854	1760
513	1858	1756
514	1861	1752
515	1864	1748
516	1868	1745
517	1871	1741
518	1874	1737
519	1877	1733
520	1880	1729
521	1884	1725
522	1887	1721
523	1890	1717
524	1894	1713
525	1897	1709
526	1900	1705
527	1903	1701
528	1906	1697
529	1910	1694
530	1913	1689
531	1916	1685
532	1919	1681
533	1922	1678
534	1926	1674
535	1929	1670
536	1932	1666
537	1936	1662
538	1939	1658
539	1942	1654
540	1945	1650
541	1948	1646
542	1951	1642
543	1954	1638
544	1957	1634
545	1961	1630
546	1964	1626
547	1967	1622
548	1970	1618
549	1973	1614
550	1976	1610
551	1979	1606
552	1982	1602
553	1986	1598
554	1989	1594
555	1992	1591
556	1995	1587
557	1998	1583
558	2001	1579
559	2004	1575
560	2007	1571
561	2010	1567
562	2014	1563
563	2017	1559
564	2020	1555
565	2024	1551
566	2027	1548
567	2030	1544
568	2033	1540
569	2036	1536
570	2040	1532
571	2043	1528
572	2046	1524
573	2049	1521
574	2052	1517
575	2056	1513
576	2059	1509
577	2062	1506
578	2066	1502
579	2069	1498
580	2072	1494
581	2075	1490
582	2078	1486
583	2082	1483
584	2085	1479
585	2088	1475
586	2091	1471
587	2094	1467
588	2098	1464
589	2101	1460
590	2105	1456
591	2108	1453
592	2111	1449
593	2114	1445
594	2118	1441
595	2121	1437
596	2124	1434
597	2127	1430
598	2131	1426
599	2134	1422
600	2137	1419
601	2140	1415
602	2143	1411
603	2147	1407
604	2150	1404
605	2153	1400
606	2156	1396
607	2159	1392
608	2162	1388
609	2165	1384
610	2168	1380
611	2171	1377
612	2175	1373
613	2179	1370
614	2182	1366
615	2186	1362
616	2189	1359
617	2192	1355
618	2195	1351
619	2199	1347
620	2202	1344
621	2206	1340
622	2209	1337
623	2212	1333
624	2215	1329
625	2219	1325
626	2222	1322
627	2225	1318
628	2229	1314
629	2232	1311
630	2235	1307
631	2238	1303
632	2241	1299
633	2245	1296
634	2248	1292
635	2251	1288
636	2254	1284
637	2257	1280
638	2260	1276
639	2263	1273
640	2266	1269
641	2269	1265
642	2273	1262
643	2276	1258
644	2279	1254
645	2282	1250
646	2285	1246
647	2288	1243
648	2291	1239
649	2295	1235
650	2298	1232
651	2301	1228
652	2304	1224
653	2308	1221
654	2311	1217
655	2314	1213
656	2317	1210
657	2321	1206
658	2324	1202
659	2327	1199
660	2330	1195
661	2333	1191
662	2336	1187
663	2339	1184
664	2343	1180
665	2346	1176
666	2349	1172
667	2352	1169
668	2355	1165
669	2358	1161
670	2361	1158
671	2365	1154
672	2368	1150
673	2371	1146
674	2374	1143
675	2377	1139
676	2380	1135
677	2383	1131
678	2386	1128
679	2389	1124
680	2392	1120
681	2395	1117
682	2399	1113
683	2402	1109
684	2405	1106
685	2409	1102
686	2412	1099
687	2415	1095
688	2419	1091
689	2422	1088
690	2425	1084
691	2428	1081
692	2431	1077
693	2434	1073
694	2437	1069
695	2440	1066
696	2444	1062
697	2446	1058
698	2450	1055
699	2453	1051
700	2456	1047
701	2459	1044
702	2463	1040
703	2466	1037
704	2469	1033
705	2472	1029
706	2475	1026
707	2479	1022
708	2482	1018
709	2485	1015
710	2488	1011
711	2491	1007
712	2494	1004
713	2497	1000
714	2500	996
715	2503	993
716	2506	989
717	2509	985
718	2513	982
719	2516	978
720	2519	975
721	2522	971
722	2525	967
723	2529	964
724	2532	960
725	2536	957
726	2539	953
727	2542	949
728	2545	946
729	2548	942
730	2552	939
731	2555	935
732	2558	931
733	2561	928
734	2565	924
735	2568	921
736	2571	917
737	2575	914
738	2578	910
739	2581	906
740	2584	903
741	2587	899
742	2590	896
743	2593	892
744	2597	888
745	2600	885
746	2603	881
747	2606	878
748	2609	874
749	2612	870
750	2616	867
751	2619	863
752	2622	860
753	2625	856
754	2628	853
755	2632	849
756	2635	845
757	2638	842
758	2641	838
759	2644	835
760	2647	831
761	2651	828
762	2654	824
763	2657	820
764	2660	817
765	2663	813
766	2667	810
767	2670	806
768	2673	803
769	2676	799
770	2680	796
771	2683	792
772	2686	788
773	2689	785
774	2692	781
775	2696	778
776	2699	774
777	2702	771
778	2705	767
779	2708	764
780	2711	760
781	2714	756
782	2717	753
783	2720	749
784	2724	746
785	2727	742
786	2730	739
787	2733	735
788	2737	732
789	2740	728
790	2743	724
791	2746	721
792	2749	717
793	2752	714
794	2755	710
795	2759	707
796	2762	703
797	2765	699
798	2768	696
799	2771	692
800	2774	689
801	2778	685
802	2781	682
803	2784	678
804	2787	675
805	2790	671
806	2793	668
807	2797	664
808	2800	661
809	2803	657
810	2806	654
811	2809	650
812	2812	646
813	2815	643
814	2818	639
815	2822	636
816	2824	632
817	2827	629
818	2830	625
819	2833	622
820	2836	618
821	2839	614
822	2842	611
823	2846	607
824	2849	604
825	2852	600
826	2855	597
827	2858	593
828	2861	590
829	2864	586
830	2867	583
831	2870	579
832	2873	576
833	2876	572
834	2879	568
835	2882	565
836	2885	561
837	2888	558
838	2891	554
839	2894	551
840	2897	547
841	2901	544
842	2904	540
843	2907	537
844	2910	533
845	2913	530
846	2917	526
847	2920	523
848	2923	520
849	2926	516
850	2929	512
851	2932	509
852	2936	505
853	2939	502
854	2942	499
855	2945	495
856	2948	491
857	2951	488
858	2954	484
859	2957	481
860	2960	477
861	2963	474
862	2966	470
863	2969	467
864	2972	463
865	2975	460
866	2978	456
867	2981	453
868	2984	449
869	2987	446
870	2990	442
871	2992	439
872	2995	435
873	2998	432
874	3001	428
875	3004	425
876	3007	421
877	3010	418
878	3013	414
879	3017	411
880	3019	407
881	3022	404
882	3025	400
883	3028	397
884	3031	393
885	3033	390
886	3036	386
887	3039	383
888	3042	379
889	3045	376
890	3048	372
891	3051	369
892	3054	365
893	3056	362
894	3059	358
895	3062	355
896	3065	351
897	3068	348
898	3070	345
899	3073	341
900	3076	338
901	3079	334
902	3081	331
903	3084	327
904	3087	324
905	3090	320
906	3092	317
907	3095	313
908	3098	310
909	3101	306
910	3103	303
911	3106	299
912	3109	296
913	3112	292
914	3115	289
915	3118	285
916	3120	282
917	3123	279
918	3126	275
919	3129	272
920	3132	268
921	3134	265
922	3137	261
923	3140	258
924	3143	254
925	3146	251
926	3149	247
927	3151	244
928	3154	241
929	3157	237
930	3160	234
931	3163	230
932	3166	227
933	3169	223
934	3172	220
935	3174	217
936	3177	213
937	3180	210
938	3183	206
939	3186	203
940	3189	199
941	3191	196
942	3194	193
943	3197	189
944	3199	186
945	3202	182
946	3205	179
947	3208	175
948	3210	172
949	3213	169
950	3216	165
951	3218	162
952	3221	158
953	3224	155
954	3226	152
955	3229	148
956	3232	145
957	3235	141
958	3237	138
959	3240	135
960	3243	131
961	3246	128
962	3249	124
963	3251	121
964	3254	118
965	3257	114
966	3260	111
967	3263	107
968	3266	104
969	3268	101
970	3271	97
971	3274	94
972	3277	90
973	3280	87
974	3283	84
975	3286	80
976	3289	77
977	3292	74
978	3295	70
979	3298	67
980	3301	63
981	3304	60
982	3306	57
983	3309	53
984	3312	50
985	3315	47
986	3318	43
987	3320	40
988	3323	36
989	3326	33
990	3329	30
991	3332	26
992	3335	23
993	3337	20
994	3340	16
995	3343	13
996	3346	10
997	3349	6
998	3352	3
999	3355	0
991	3789	30
992	3793	26
993	3796	22
994	3799	19
995	3803	15
996	3806	11
997	3809	7
998	3812	3
999	3815	0
7	5032	61
988	5036	56
989	5039	50
990	5043	45
991	5047	40
992	5050	35
993	5054	30
994	5058	25
995	5061	20
996	5065	15
997	5068	10
998	5071	5
999	5075	0
966	8088	276
967	8091	267
968	8095	259
969	8100	250
970	8104	242
971	8108	233
972	8111	225
973	8115	216
974	8120	208
975	8123	199
976	8127	191
977	8132	182
978	8136	174
979	8140	166
980	8144	157
981	8148	149
982	8152	140
983	8156	132
984	8159	124
985	8163	115
986	8168	107
987	8171	99
988	8175	90
989	8179	82
990	8184	74
991	8188	66
992	8193	57
993	8197	49
994	8201	41
995	8205	32
996	8209	24
997	8213	16
998	8217	8
999	8221	0
